date,close,eps,pe,pb,div-yield %
2025-02-01,23482.15,1102.97,21.29,3.5,1.38
2025-01-31,23508.4,1102.13,21.33,3.51,1.38
2024-12-31,23644.8,1085.12,21.79,3.53,1.27
2024-11-29,24131.1,1086.5,22.21,3.6,1.27
2024-10-31,24205.35,1071.98,22.58,3.63,1.27
2024-09-30,25810.85,1063.93,24.26,3.87,1.16
2024-08-30,25235.9,1075.24,23.47,4.26,1.21
2024-07-31,24951.15,1066.29,23.4,4.21,1.19
