Date,P/E,P/B,Div Yield %,Close,EPS
18-May-12,16.85,2.87,1.63,4891.4,290.291
17-May-12,16.78,2.86,1.64,4870.2,290.238
16-May-12,16.74,2.85,1.64,4858.2,290.215
15-May-12,17.04,2.9,1.62,4942.8,290.07
14-May-12,16.95,2.88,1.63,4907.8,289.546
11-May-12,16.87,2.89,1.62,4928.9,292.17
10-May-12,17,2.91,1.61,4965.7,292.1
9-May-12,17.03,2.92,1.61,4974.8,292.12
8-May-12,17.15,2.93,1.6,4999.9,291.539
7-May-12,17.54,3,1.56,5114.1,291.568
4-May-12,17.45,2.98,1.57,5086.8,291.507
3-May-12,17.81,3.04,1.54,5188.4,291.319
2-May-12,17.99,3.07,1.53,5239.1,291.223
30-Apr-12,18.12,3.08,1.52,5248.1,289.63
28-Apr-12,17.99,3.05,1.54,5209,289.55
27-Apr-12,17.93,3.04,1.54,5190.6,289.492
26-Apr-12,18.22,2.96,1.53,5189,284.797
25-Apr-12,18.27,2.96,1.53,5202,284.729
24-Apr-12,18.34,2.98,1.52,5222.6,284.766
23-Apr-12,18.26,2.96,1.53,5200.6,284.808
20-Apr-12,18.58,3.02,1.5,5290.8,284.758
19-Apr-12,18.72,3.04,1.49,5332.4,284.85
18-Apr-12,18.67,3.02,1.5,5300,283.878
17-Apr-12,18.63,3.01,1.5,5289.7,283.935
16-Apr-12,18.41,2.98,1.52,5226.2,283.878
13-Apr-12,18.3,2.96,1.53,5207.4,284.557
12-Apr-12,18.65,3,1.51,5276.8,282.938
11-Apr-12,18.47,2.97,1.52,5226.8,282.989
10-Apr-12,18.53,2.98,1.52,5243.6,282.979
9-Apr-12,18.5,2.97,1.52,5234.4,282.941
4-Apr-12,18.81,3.02,1.5,5322.9,282.982
3-Apr-12,18.93,3.04,1.49,5358.5,283.069
2-Apr-12,18.79,3.02,1.5,5317.9,283.018
30-Mar-12,18.71,3.01,1.5,5295.5,283.03
29-Mar-12,18.3,2.94,1.54,5178.8,282.995
28-Mar-12,18.36,2.95,1.53,5194.7,282.936
27-Mar-12,18.53,2.98,1.52,5243.1,282.952
26-Mar-12,18.32,2.95,1.54,5184.2,282.98
23-Mar-12,18.65,3,1.51,5278.2,283.013
22-Mar-12,18.47,2.97,1.52,5228.4,283.075
21-Mar-12,18.96,3.05,1.48,5364.9,282.959
20-Mar-12,18.64,3,1.51,5274.8,282.983
19-Mar-12,18.58,2.99,1.51,5257,282.939
16-Mar-12,18.79,3.02,1.5,5317.9,283.018
15-Mar-12,19.01,3.06,1.48,5380.5,283.035
14-Mar-12,19.31,3.1,1.46,5463.9,282.957
13-Mar-12,19.18,3.09,1.47,5429.5,283.081
12-Mar-12,18.94,3.05,1.49,5359.5,282.973
9-Mar-12,18.9,3.02,1.48,5333.5,282.196
7-Mar-12,18.5,2.96,1.52,5220.4,282.184
6-Mar-12,18.51,2.96,1.52,5222.4,282.139
5-Mar-12,18.71,2.99,1.5,5280.3,282.218
3-Mar-12,18.99,3.04,1.48,5359.4,282.222
2-Mar-12,18.99,3.04,1.48,5359.3,282.217
1-Mar-12,18.92,3.01,1.48,5339.7,282.225
29-Feb-12,19.09,3.04,1.47,5385.2,282.095
28-Feb-12,19.05,3.03,1.47,5375.5,282.178
27-Feb-12,18.5,2.98,1.5,5281.2,285.47
24-Feb-12,19.02,3.06,1.46,5429.3,285.452
23-Feb-12,19.21,3.09,1.44,5483.3,285.44
22-Feb-12,19.29,3.1,1.44,5505.3,285.397
21-Feb-12,19.64,3.16,1.41,5607.1,285.494
17-Feb-12,19.49,3.12,1.42,5564.3,285.495
16-Feb-12,19.34,3.1,1.43,5521.9,285.517
15-Feb-12,19.35,3.11,1.43,5531.9,285.886
14-Feb-12,18.95,3.04,1.46,5416,285.805
13-Feb-12,18.94,3.03,1.47,5390.2,284.593
10-Feb-12,19,3.02,1.47,5381.6,283.242
9-Feb-12,19.3,3.06,1.45,5412.3,280.43
8-Feb-12,19.14,3.04,1.48,5368.1,280.465
7-Feb-12,19.02,3.04,1.47,5335.1,280.499
6-Feb-12,19.13,3.05,1.47,5361.6,280.272
3-Feb-12,18.97,3.03,1.48,5325.8,280.749
2-Feb-12,18.77,3.06,1.47,5269.9,280.762
1-Feb-12,18.66,3.04,1.48,5235.7,280.584
31-Jan-12,18.53,3.02,1.49,5199.2,280.583
30-Jan-12,18.13,2.95,1.53,5087.3,280.601
27-Jan-12,18.55,3.02,1.49,5204.7,280.577
25-Jan-12,18.38,2.99,1.51,5158.3,280.647
24-Jan-12,18.28,3.01,1.49,5127.3,280.487
23-Jan-12,18.14,2.96,1.52,5046.2,278.181
20-Jan-12,18.14,2.96,1.52,5048.6,278.313
19-Jan-12,18.03,2.94,1.53,5018.4,278.336
18-Jan-12,17.81,2.9,1.54,4955.8,278.259
17-Jan-12,17.85,2.92,1.53,4967.3,278.28
16-Jan-12,17.53,2.87,1.56,4873.9,278.032
13-Jan-12,17.5,2.87,1.56,4866,278.057
12-Jan-12,17.5,2.85,1.58,4831.2,276.069
11-Jan-12,17.61,2.86,1.57,4860.9,276.031
10-Jan-12,17.56,2.86,1.57,4849.5,276.167
9-Jan-12,17.18,2.79,1.6,4742.8,276.065
7-Jan-12,17.19,2.8,1.6,4746.9,276.143
6-Jan-12,17.22,2.8,1.6,4754.1,276.08
5-Jan-12,17.2,2.8,1.6,4749.9,276.157
4-Jan-12,17.2,2.81,1.6,4749.6,276.14
3-Jan-12,17.26,2.82,1.6,4765.3,276.089
2-Jan-12,16.79,2.77,1.63,4636.7,276.158
30-Dec-11,16.75,2.76,1.63,4624.3,276.078
29-Dec-11,16.83,2.77,1.62,4646.2,276.067
28-Dec-11,17.04,2.81,1.6,4705.8,276.162
27-Dec-11,17.2,2.84,1.59,4750.5,276.192
26-Dec-11,17.31,2.85,1.58,4779,276.083
23-Dec-11,17.07,2.81,1.6,4714,276.157
22-Dec-11,17.14,2.83,1.59,4733.8,276.184
21-Dec-11,17,2.8,1.61,4693.1,276.065
20-Dec-11,16.46,2.71,1.66,4544.2,276.075
19-Dec-11,16.71,2.75,1.64,4613.1,276.068
16-Dec-11,16.84,2.78,1.62,4651.6,276.223
15-Dec-11,17.19,2.83,1.59,4746.3,276.108
14-Dec-11,17.25,2.84,1.58,4763.2,276.128
13-Dec-11,17.38,2.87,1.57,4800.6,276.214
12-Dec-11,17.25,2.84,1.58,4764.6,276.209
9-Dec-11,17.62,2.9,1.55,4866.7,276.203
8-Dec-11,17.9,2.95,1.53,4943.6,276.179
7-Dec-11,18.33,3.02,1.49,5062.6,276.192
5-Dec-11,18.24,3.01,1.5,5039.1,276.266
2-Dec-11,18.28,3.01,1.49,5050.1,276.264
1-Dec-11,17.87,2.95,1.53,4936.8,276.262
30-Nov-11,17.49,2.89,1.56,4832,276.272
29-Nov-11,17.4,2.87,1.57,4805.1,276.155
28-Nov-11,17.56,2.91,1.55,4851.3,276.27
25-Nov-11,17.05,2.82,1.6,4710,276.246
24-Nov-11,17.22,2.85,1.59,4756.4,276.214
23-Nov-11,17.04,2.82,1.6,4706.4,276.197
22-Nov-11,17.42,2.89,1.57,4812.3,276.251
21-Nov-11,17.3,2.87,1.58,4778.3,276.202
18-Nov-11,17.76,2.94,1.54,4905.8,276.227
17-Nov-11,17.87,2.96,1.53,4934.7,276.144
16-Nov-11,18.21,3.02,1.5,5030.4,276.244
15-Nov-11,18.35,3.04,1.49,5068.5,276.213
14-Nov-11,18.59,3.09,1.47,5148.3,276.939
11-Nov-11,18.61,3.1,1.46,5168.8,277.743
9-Nov-11,18.78,3.13,1.44,5221,278.009
8-Nov-11,19.11,3.17,1.43,5289.3,276.782
4-Nov-11,19.21,3.17,1.43,5284.2,275.075
3-Nov-11,19.06,3.16,1.43,5265.7,276.27
2-Nov-11,19.04,3.15,1.43,5258.4,276.176
1-Nov-11,19.04,3.15,1.43,5257.9,276.15
31-Oct-11,18.9,3.19,1.42,5326.6,281.831
28-Oct-11,19.03,3.21,1.41,5360.7,281.697
26-Oct-11,18.43,3.12,1.45,5201.8,282.246
25-Oct-11,18.39,3.11,1.45,5191.6,282.306
24-Oct-11,18.1,3.06,1.48,5098.3,281.674
21-Oct-11,17.99,3.03,1.49,5049.9,280.706
20-Oct-11,18.14,3.05,1.48,5091.9,280.7
19-Oct-11,18.36,3.08,1.47,5139.1,279.907
18-Oct-11,18,3.02,1.5,5037.5,279.861
17-Oct-11,18.5,3.07,1.47,5118.2,276.659
14-Oct-11,18.55,3.08,1.47,5132.3,276.674
13-Oct-11,18.35,3.04,1.49,5077.8,276.719
12-Oct-11,18.43,3.06,1.48,5099.4,276.69
11-Oct-11,18.01,2.98,1.52,4974.3,276.197
10-Oct-11,18.03,2.99,1.51,4979.6,276.184
7-Oct-11,17.65,2.89,1.55,4888,276.941
5-Oct-11,17.16,2.81,1.6,4751.3,276.882
4-Oct-11,17.23,2.82,1.59,4772.1,276.965
3-Oct-11,17.51,2.86,1.56,4849.5,276.956
30-Sep-11,17.85,2.92,1.53,4943.2,276.93
29-Sep-11,18.11,2.96,1.51,5015.4,276.941
28-Sep-11,17.86,2.92,1.53,4945.9,276.926
27-Sep-11,17.95,2.94,1.53,4971.2,276.947
26-Sep-11,17.46,2.86,1.57,4835.4,276.942
23-Sep-11,17.58,2.87,1.56,4867.7,276.889
22-Sep-11,17.78,2.91,1.54,4923.6,276.918
21-Sep-11,18.54,3.03,1.48,5133.2,276.872
20-Sep-11,18.56,3.04,1.48,5140.2,276.95
19-Sep-11,18.17,2.97,1.51,5031.9,276.935
16-Sep-11,18.36,3,1.49,5084.2,276.917
15-Sep-11,18.33,3,1.49,5075.7,276.907
14-Sep-11,18.1,2.96,1.51,5012.5,276.934
13-Sep-11,17.84,2.92,1.54,4940.9,276.956
12-Sep-11,17.86,2.92,1.53,4946.8,276.976
9-Sep-11,18.26,2.99,1.5,5059.4,277.076
8-Sep-11,18.6,3.04,1.47,5153.2,277.054
7-Sep-11,18.5,3.03,1.48,5124.6,277.005
6-Sep-11,18.28,2.99,1.5,5064.3,277.04
5-Sep-11,18.11,2.96,1.51,5017.2,277.04
2-Sep-11,18.19,2.98,1.51,5040,277.075
30-Aug-11,18.05,2.95,1.52,5001,277.064
29-Aug-11,17.76,2.9,1.54,4919.6,277.005
26-Aug-11,17.14,2.8,1.6,4747.8,277.001
25-Aug-11,17.47,2.86,1.57,4839.6,277.023
24-Aug-11,17.65,2.89,1.55,4888.9,276.992
23-Aug-11,17.87,2.92,1.53,4948.9,276.939
22-Aug-11,17.68,2.89,1.55,4898.8,277.081
19-Aug-11,17.49,2.86,1.57,4845.6,277.05
18-Aug-11,17.85,2.92,1.53,4944.1,276.98
17-Aug-11,18.25,3.12,1.36,5056.6,277.074
16-Aug-11,18.11,3.11,1.36,5035.8,278.067
12-Aug-11,18.24,3.13,1.35,5072.9,278.12
11-Aug-11,18.47,3.17,1.34,5138.3,278.197
10-Aug-11,18.56,3.19,1.33,5161,278.071
9-Aug-11,18.24,3.13,1.35,5072.8,278.114
8-Aug-11,18.44,3.16,1.34,5118.5,277.576
5-Aug-11,18.76,3.21,1.32,5211.2,277.783
4-Aug-11,19.19,3.29,1.29,5331.8,277.843
3-Aug-11,19.42,3.33,1.27,5404.8,278.311
2-Aug-11,19.6,3.39,1.3,5456.5,278.393
1-Aug-11,19.81,3.42,1.28,5516.8,278.486
29-Jul-11,19.76,3.4,1.29,5482,277.429
28-Jul-11,19.86,3.4,1.29,5487.7,276.319
27-Jul-11,20.09,3.44,1.28,5546.8,276.098
26-Jul-11,20.22,3.46,1.27,5574.8,275.707
25-Jul-11,20.71,3.52,1.25,5680.3,274.278
22-Jul-11,20.57,3.5,1.26,5633.9,273.889
21-Jul-11,20.25,3.44,1.28,5541.6,273.659
20-Jul-11,20.34,3.45,1.27,5567,273.697
19-Jul-11,20.57,3.48,1.26,5613.5,272.897
18-Jul-11,20.4,3.45,1.27,5567,272.892
15-Jul-11,20.45,3.46,1.27,5581.1,272.914
14-Jul-11,20.55,3.47,1.27,5599.8,272.496
13-Jul-11,20.51,3.46,1.27,5585.4,272.326
12-Jul-11,20.29,3.43,1.28,5526.1,272.356
11-Jul-11,20.67,3.48,1.26,5616.1,271.703
8-Jul-11,20.87,3.51,1.25,5660.6,271.231
7-Jul-11,21.12,3.55,1.24,5728.9,271.255
6-Jul-11,20.74,3.49,1.26,5625.4,271.234
5-Jul-11,20.76,3.49,1.26,5632.1,271.296
4-Jul-11,20.83,3.5,1.25,5650.5,271.267
1-Jul-11,20.75,3.49,1.26,5627.2,271.19
30-Jun-11,20.82,3.5,1.25,5647.4,271.249
29-Jun-11,20.65,3.47,1.27,5600.4,271.206
28-Jun-11,20.44,3.44,1.28,5545.3,271.296
27-Jun-11,20.38,3.43,1.28,5526.6,271.178
24-Jun-11,20.17,3.39,1.3,5471.2,271.254
23-Jun-11,19.61,3.3,1.33,5320,271.29
22-Jun-11,19.46,3.27,1.34,5278.3,271.238
21-Jun-11,19.48,3.27,1.34,5275.8,270.832
20-Jun-11,19.42,3.26,1.35,5257.9,270.747
17-Jun-11,19.82,3.33,1.32,5366.4,270.757
16-Jun-11,19.93,3.35,1.31,5396.7,270.783
15-Jun-11,20.12,3.38,1.3,5447.5,270.75
14-Jun-11,20.31,3.41,1.29,5500.5,270.827
13-Jun-11,20.25,3.4,1.29,5482.8,270.756
10-Jun-11,20.26,3.4,1.29,5485.8,270.77
9-Jun-11,20.39,3.42,1.28,5521,270.77
8-Jun-11,20.41,3.43,1.28,5526.8,270.789
7-Jun-11,20.52,3.44,1.22,5556.1,270.765
6-Jun-11,20.43,3.43,1.23,5532,270.778
3-Jun-11,20.37,3.42,1.23,5516.7,270.825
2-Jun-11,20.49,3.44,1.23,5550.3,270.878
1-Jun-11,20.65,3.47,1.22,5592,270.799
31-May-11,20.53,3.45,1.22,5560.1,270.828
30-May-11,20.25,3.39,1.24,5473.1,270.277
27-May-11,20.26,3.44,1.23,5476.1,270.291
26-May-11,19.95,3.4,1.25,5412.3,271.293
25-May-11,19.72,3.36,1.26,5348.9,271.242
24-May-11,19.9,3.38,1.25,5394.8,271.095
23-May-11,19.93,3.38,1.25,5386.5,270.271
20-May-11,20.34,3.44,1.23,5486.3,269.73
19-May-11,20.2,3.41,1.24,5428.1,268.718
18-May-11,20.18,3.4,1.25,5420.6,268.612
17-May-11,20.16,3.41,1.24,5438.9,269.787
16-May-11,20.39,3.45,1.23,5499,269.691
13-May-11,20.6,3.48,1.22,5544.7,269.16
12-May-11,20.4,3.45,1.23,5486.1,268.926
11-May-11,20.71,3.5,1.21,5565,268.711
10-May-11,20.61,3.48,1.22,5541.2,268.86
9-May-11,20.66,3.49,1.21,5551.1,268.688
6-May-11,20.67,3.49,1.21,5551.4,268.573
5-May-11,20.32,3.43,1.23,5459.8,268.691
4-May-11,20.58,3.51,1.13,5537.1,269.052
3-May-11,20.68,3.53,1.12,5565.2,269.11
2-May-11,21.19,3.62,1.09,5701.3,269.056
29-Apr-11,21.36,3.65,1.09,5749.5,269.171
28-Apr-11,21.61,3.67,1.08,5785.4,267.719
27-Apr-11,21.79,3.7,1.07,5833.9,267.733
26-Apr-11,21.91,3.72,1.06,5868.4,267.841
25-Apr-11,21.94,3.73,1.06,5874.5,267.753
21-Apr-11,22.18,3.73,1.06,5884.7,265.316
20-Apr-11,22.06,3.71,1.07,5851.6,265.258
19-Apr-11,21.65,3.64,1.09,5740.7,265.159
18-Apr-11,21.66,3.63,1.09,5729.1,264.501
15-Apr-11,22.02,3.69,1.07,5824.5,264.51
13-Apr-11,22.43,3.75,1.06,5911.5,263.553
11-Apr-11,21.96,3.67,1.08,5785.7,263.465
8-Apr-11,22.18,3.71,1.07,5842,263.39
7-Apr-11,22.34,3.73,1.06,5885.7,263.46
6-Apr-11,22.36,3.74,1.06,5891.7,263.493
5-Apr-11,22.43,3.75,1.06,5910,263.486
4-Apr-11,22.43,3.75,1.06,5908.4,263.415
1-Apr-11,22.11,3.7,1.07,5826,263.501
31-Mar-11,22.14,3.7,1.07,5833.7,263.491
30-Mar-11,21.97,3.67,1.08,5787.6,263.432
29-Mar-11,21.77,3.64,1.09,5736.3,263.496
28-Mar-11,21.59,3.61,1.1,5687.2,263.418
25-Mar-11,21.46,3.59,1.1,5654.2,263.476
24-Mar-11,21.15,3.5,1.13,5522.4,261.106
23-Mar-11,20.99,3.47,1.13,5480.2,261.086
22-Mar-11,20.73,3.43,1.15,5413.8,261.158
21-Mar-11,20.54,3.4,1.16,5364.7,261.183
18-Mar-11,20.58,3.4,1.16,5373.7,261.113
17-Mar-11,20.86,3.45,1.14,5446.6,261.103
16-Mar-11,21.1,3.49,1.13,5511.1,261.19
15-Mar-11,20.87,3.45,1.14,5449.6,261.121
14-Mar-11,21.18,3.5,1.12,5531.5,261.166
11-Mar-11,20.85,3.45,1.14,5445.4,261.17
10-Mar-11,21.04,3.48,1.13,5494.4,261.141
9-Mar-11,21.18,3.5,1.12,5531,261.143
8-Mar-11,21.14,3.5,1.13,5520.8,261.154
7-Mar-11,20.92,3.46,1.14,5463.1,261.142
4-Mar-11,21.21,3.51,1.12,5538.7,261.136
3-Mar-11,21.2,3.51,1.12,5536.2,261.142
1-Mar-11,21.14,3.5,1.13,5522.3,261.225
28-Feb-11,20.42,3.38,1.17,5333.2,261.175
25-Feb-11,20.31,3.36,1.17,5303.5,261.128
24-Feb-11,20.15,3.33,1.18,5262.7,261.176
23-Feb-11,20.82,3.44,1.14,5437.3,261.158
22-Feb-11,20.9,3.46,1.14,5469.2,261.684
21-Feb-11,21.09,3.49,1.13,5518.6,261.669
18-Feb-11,20.86,3.46,1.14,5458.9,261.692
17-Feb-11,21.19,3.51,1.12,5546.4,261.746
16-Feb-11,20.95,3.47,1.13,5481.7,261.656
15-Feb-11,20.96,3.47,1.13,5481,261.498
14-Feb-11,20.86,3.45,1.14,5456,261.553
11-Feb-11,20.34,3.35,1.17,5310,261.062
10-Feb-11,20.01,3.3,1.19,5225.8,261.159
9-Feb-11,20.12,3.32,1.19,5253.5,261.108
8-Feb-11,20.35,3.35,1.17,5312.5,261.057
7-Feb-11,20.69,3.41,1.15,5396,260.802
4-Feb-11,20.67,3.4,1.15,5395.7,261.04
3-Feb-11,21.16,3.49,1.13,5526.7,261.186
2-Feb-11,20.8,3.43,1.15,5432,261.154
1-Feb-11,20.7,3.42,1.15,5417.2,261.7
31-Jan-11,21.06,3.47,1.13,5505.9,261.439
28-Jan-11,21.23,3.48,1.13,5512.1,259.637
27-Jan-11,21.64,3.53,1.11,5604.3,258.979
25-Jan-11,21.96,3.59,1.1,5687.4,258.989
24-Jan-11,22.26,3.62,1.08,5743.2,258.005
21-Jan-11,22.41,3.59,1.09,5696.5,254.195
20-Jan-11,22.59,3.6,1.09,5711.6,252.838
19-Jan-11,22.51,3.59,1.09,5691,252.821
18-Jan-11,22.66,3.61,1.09,5724,252.604
17-Jan-11,22.5,3.57,1.1,5654.7,251.32
14-Jan-11,22.5,3.57,1.1,5654.5,251.311
13-Jan-11,22.92,3.63,1.08,5751.9,250.955
12-Jan-11,23.41,3.7,1.06,5863.2,250.457
11-Jan-11,22.98,3.63,1.08,5754.1,250.396
10-Jan-11,23.01,3.63,1.08,5762.8,250.448
7-Jan-11,23.56,3.72,1.06,5904.6,250.62
6-Jan-11,24.14,3.81,1.03,6048.2,250.547
5-Jan-11,24.26,3.83,1.03,6079.8,250.61
4-Jan-11,24.53,3.87,1.01,6146.3,250.563
3-Jan-11,24.57,3.88,1.01,6157.6,250.615
31-Dec-10,24.48,3.87,1.02,6134.5,250.592
30-Dec-10,24.35,3.85,1.02,6101.8,250.587
29-Dec-10,24.19,3.82,1.03,6060.3,250.529
28-Dec-10,23.93,3.78,1.04,5996,250.564
27-Dec-10,23.94,3.78,1.04,5998.1,250.547
24-Dec-10,23.99,3.79,1.04,6011.6,250.588
23-Dec-10,23.86,3.77,1.04,5980,250.629
22-Dec-10,23.88,3.77,1.04,5984.4,250.603
21-Dec-10,23.95,3.78,1.04,6000.6,250.547
20-Dec-10,23.73,3.75,1.05,5947,250.611
16-Dec-10,23.74,3.75,1.05,5948.7,250.577
15-Dec-10,23.51,3.71,1.06,5892.3,250.63
14-Dec-10,23.72,3.75,1.05,5944.1,250.594
13-Dec-10,23.58,3.72,1.06,5907.6,250.534
10-Dec-10,23.35,3.69,1.07,5857.3,250.848
9-Dec-10,22.98,3.63,1.08,5766.5,250.936
8-Dec-10,23.53,3.72,1.06,5903.7,250.901
7-Dec-10,23.82,3.76,1.04,5976.5,250.903
6-Dec-10,23.88,3.77,1.04,5992.2,250.93
3-Dec-10,23.89,3.77,1.04,5992.8,250.85
2-Dec-10,23.96,3.78,1.04,6011.7,250.906
1-Dec-10,23.78,3.76,1.05,5960.9,250.669
30-Nov-10,23.39,3.69,1.06,5862.7,250.65
29-Nov-10,23.26,3.67,1.07,5830,250.645
26-Nov-10,22.96,3.63,1.08,5751.9,250.518
25-Nov-10,23.15,3.66,1.08,5799.7,250.527
24-Nov-10,23.41,3.7,1.06,5865.7,250.564
23-Nov-10,23.69,3.74,1.05,5934.7,250.515
22-Nov-10,23.98,3.79,1.04,6010,250.626
19-Nov-10,23.47,3.71,1.06,5890.3,250.971
18-Nov-10,23.9,3.78,1.04,5998.8,250.996
16-Nov-10,23.86,3.77,1.04,5988.7,250.993
15-Nov-10,24.39,3.86,1.02,6121.6,250.988
12-Nov-10,24.62,3.82,1.03,6071.6,246.613
11-Nov-10,25.11,3.89,1.01,6194.2,246.683
10-Nov-10,25.44,3.94,1,6275.7,246.686
9-Nov-10,25.55,3.96,0.99,6301.5,246.634
8-Nov-10,25.43,3.94,1,6273.2,246.685
5-Nov-10,25.59,3.97,0.99,6312.4,246.674
4-Nov-10,25.47,3.95,0.99,6281.8,246.635
3-Nov-10,25.3,3.87,1.01,6160.5,243.498
2-Nov-10,25.13,3.85,1.02,6119,243.494
1-Nov-10,25.12,3.85,1.02,6117.5,243.531
29-Oct-10,24.71,3.78,1.04,6017.7,243.533
28-Oct-10,24.59,3.76,1.04,5987.7,243.501
27-Oct-10,24.69,3.78,1.04,6012.6,243.524
26-Oct-10,24.98,3.82,1.03,6082,243.475
25-Oct-10,25.2,3.84,1.03,6105.8,242.294
22-Oct-10,25.03,3.82,1.03,6066,242.349
21-Oct-10,25.18,3.84,1.03,6101.5,242.315
20-Oct-10,24.69,3.76,1.05,5982.1,242.288
19-Oct-10,24.87,3.79,1.04,6027.3,242.352
18-Oct-10,25.07,3.82,1.03,6075.9,242.357
15-Oct-10,25.2,3.81,1.03,6062.6,240.579
14-Oct-10,25.68,3.89,1.02,6177.3,240.549
13-Oct-10,25.91,3.92,1.01,6233.9,240.598
12-Oct-10,25.32,3.83,1.03,6090.9,240.557
11-Oct-10,25.51,3.86,1.02,6135.8,240.525
8-Oct-10,25.37,3.84,1.03,6103.4,240.575
7-Oct-10,25.44,3.85,1.02,6120.3,240.578
6-Oct-10,25.72,3.89,1.01,6186.4,240.529
5-Oct-10,25.55,3.87,1.02,6145.8,240.54
4-Oct-10,25.61,3.88,1.02,6159.4,240.508
1-Oct-10,25.54,3.93,1.02,6143.4,240.54
30-Sep-10,25.46,3.82,1.03,6029.9,236.838
29-Sep-10,25.29,3.79,1.03,5991.3,236.904
28-Sep-10,25.45,3.82,1.03,6029.5,236.916
27-Sep-10,25.48,3.89,1.01,6035.6,236.876
24-Sep-10,25.41,3.88,1.02,6018.3,236.848
23-Sep-10,25.16,3.84,1.03,5959.5,236.864
22-Sep-10,25.29,3.86,1.02,5991,236.892
21-Sep-10,25.37,3.87,1.02,6009,236.855
20-Sep-10,25.25,3.93,1.01,5980.4,236.848
17-Sep-10,24.84,3.87,1.03,5884.9,236.912
16-Sep-10,24.61,3.83,1.04,5828.7,236.843
15-Sep-10,24.74,3.85,1.03,5860.9,236.9
14-Sep-10,24.47,3.81,1.04,5795.5,236.841
13-Sep-10,24.32,3.78,1.05,5760,236.842
9-Sep-10,23.73,3.69,1.07,5640,237.674
8-Sep-10,23.59,3.67,1.08,5607.8,237.719
7-Sep-10,23.58,3.67,1.08,5604,237.659
6-Sep-10,23.46,3.65,1.09,5576.9,237.72
3-Sep-10,23.05,3.59,1.1,5479.4,237.718
2-Sep-10,23.08,3.59,1.1,5486.1,237.699
1-Sep-10,23.02,3.58,1.11,5471.8,237.698
31-Aug-10,22.73,3.54,1.12,5402.4,237.677
30-Aug-10,22.78,3.55,1.12,5415.4,237.726
27-Aug-10,22.76,3.54,1.12,5408.7,237.641
26-Aug-10,23.05,3.59,1.11,5477.9,237.653
25-Aug-10,22.98,3.58,1.11,5462.3,237.698
24-Aug-10,23.13,3.61,1.1,5505.1,238.007
23-Aug-10,23.29,3.63,1.09,5543.5,238.021
20-Aug-10,23.24,3.62,1.09,5530.6,237.978
19-Aug-10,23.28,3.63,1.09,5540.2,237.981
18-Aug-10,23.02,3.59,1.1,5479.1,238.015
17-Aug-10,22.75,3.55,1.12,5414.1,237.982
16-Aug-10,22.76,3.55,1.12,5418.3,238.062
13-Aug-10,22.86,3.57,1.11,5452.1,238.5
12-Aug-10,22.71,3.55,1.12,5416.4,238.503
11-Aug-10,22.72,3.55,1.12,5420.6,238.583
10-Aug-10,22.89,3.58,1.11,5460.7,238.563
9-Aug-10,23,3.59,1.1,5486.1,238.526
6-Aug-10,22.95,3.56,1.11,5439.2,237.002
5-Aug-10,22.98,3.69,1.04,5447.1,237.037
4-Aug-10,23.07,3.7,1.03,5467.8,237.009
3-Aug-10,22.95,3.68,1.04,5439.5,237.015
2-Aug-10,22.91,3.83,1.01,5431.6,237.084
30-Jul-10,22.31,3.78,1.02,5367.6,240.592
29-Jul-10,22.49,3.81,1.01,5408.9,240.502
28-Jul-10,22.44,3.85,0.91,5397.5,240.53
27-Jul-10,22.58,3.87,0.9,5430.6,240.505
26-Jul-10,22.53,3.87,0.91,5418.6,240.506
23-Jul-10,22.78,3.89,0.9,5449.1,239.205
22-Jul-10,22.75,3.88,0.9,5441.9,239.204
21-Jul-10,22.66,3.85,0.91,5399.3,238.274
20-Jul-10,22.53,3.83,0.91,5368,238.26
19-Jul-10,22.61,3.84,0.91,5386.4,238.231
16-Jul-10,22.61,3.84,0.91,5393.9,238.563
15-Jul-10,22.54,3.83,0.91,5378.7,238.629
14-Jul-10,22.57,3.84,0.91,5386.1,238.64
13-Jul-10,22.63,3.85,0.91,5400.6,238.648
12-Jul-10,22.56,3.83,0.91,5383,238.608
9-Jul-10,22.42,3.81,0.92,5352.4,238.733
8-Jul-10,22.18,3.77,0.93,5296.8,238.81
7-Jul-10,21.95,3.73,0.94,5241.1,238.774
6-Jul-10,22.15,3.76,0.93,5289,238.781
5-Jul-10,21.93,3.73,0.94,5235.9,238.755
2-Jul-10,21.93,3.73,0.94,5237.1,238.81
1-Jul-10,21.99,3.74,0.94,5251.4,238.809
30-Jun-10,22.25,3.78,0.93,5312.5,238.764
29-Jun-10,22.01,3.74,0.94,5256.1,238.805
28-Jun-10,22.34,3.8,0.92,5333.5,238.742
25-Jun-10,22.07,3.75,0.93,5269,238.74
24-Jun-10,22.28,3.79,0.92,5320.6,238.806
23-Jun-10,22.29,3.79,0.92,5323.1,238.811
22-Jun-10,22.27,3.78,0.93,5316.5,238.729
21-Jun-10,22.42,3.81,0.92,5353.3,238.773
18-Jun-10,22.04,3.75,0.94,5262.6,238.775
17-Jun-10,22.09,3.75,0.93,5274.8,238.787
16-Jun-10,21.92,3.72,0.94,5233.3,238.745
15-Jun-10,21.87,3.72,0.94,5222.3,238.788
14-Jun-10,21.77,3.7,0.95,5197.7,238.755
11-Jun-10,21.44,3.64,0.96,5119.3,238.773
10-Jun-10,21.3,3.61,0.97,5078.6,238.432
