Date,P/E,P/B,Div Yield %,Close,EPS
11-Apr-23,20.86,4.15,1.4,17722.3,849.583
10-Apr-23,20.75,4.13,1.41,17624.05,849.352
6-Apr-23,20.72,4.12,1.41,17599.15,849.38
5-Apr-23,20.67,4.11,1.41,17557.05,849.398
3-Apr-23,20.48,4.07,1.43,17398.05,849.514
31-Mar-23,20.44,4.06,1.44,17359.75,849.303
29-Mar-23,20.13,4,1.46,17080.7,848.52
28-Mar-23,19.97,3.97,1.47,16951.7,848.858
27-Mar-23,20.01,3.98,1.47,16985.7,848.861
24-Mar-23,19.97,3.97,1.47,16945.05,848.525
23-Mar-23,20.12,4,1.46,17076.9,848.752
22-Mar-23,20.21,4.02,1.45,17151.9,848.684
21-Mar-23,20.16,4.01,1.46,17107.5,848.586
20-Mar-23,20.02,3.98,1.47,16988.4,848.571
17-Mar-23,20.15,4,1.46,17100.05,848.638
16-Mar-23,20.01,3.98,1.47,16985.6,848.856
15-Mar-23,20,3.97,1.47,16972.15,848.608
14-Mar-23,20.08,3.99,1.46,17043.3,848.77
13-Mar-23,20.21,4.02,1.45,17154.3,848.803
10-Mar-23,20.52,4.08,1.43,17412.9,848.582
9-Mar-23,20.73,4.12,1.41,17589.6,848.509
8-Mar-23,20.92,4.16,1.4,17754.4,848.681
6-Mar-23,20.87,4.15,1.41,17711.45,848.656
3-Mar-23,20.73,4.12,1.41,17594.35,848.739
2-Mar-23,20.41,4.06,1.44,17321.9,848.697
1-Mar-23,20.56,4.09,1.43,17450.9,848.779
28-Feb-23,20.39,4.05,1.44,17303.95,848.649
27-Feb-23,20.49,4.07,1.43,17392.7,848.838
24-Feb-23,20.58,4.09,1.42,17465.8,848.678
23-Feb-23,20.64,4.1,1.4,17511.25,848.413
22-Feb-23,20.69,4.11,1.4,17554.3,848.444
21-Feb-23,21.01,4.18,1.38,17826.7,848.486
20-Feb-23,21.04,4.18,1.41,17844.6,848.127
17-Feb-23,21.15,4.2,1.4,17944.2,848.426
16-Feb-23,21.26,4.23,1.38,18035.85,848.347
15-Feb-23,21.31,4.22,1.41,18015.85,845.418
14-Feb-23,21.21,4.2,1.35,17929.85,845.349
13-Feb-23,21.05,4.16,1.42,17770.9,844.223
10-Feb-23,21.06,4.18,1.41,17856.5,847.887
9-Feb-23,21.11,4.19,1.41,17893.45,847.629
8-Feb-23,21.1,4.19,1.42,17871.7,847
7-Feb-23,20.5,4.15,1.39,17721.5,864.463
6-Feb-23,20.71,4.16,1.39,17764.6,857.779
3-Feb-23,20.86,4.18,1.38,17854.05,855.899
2-Feb-23,20.59,4.13,1.4,17610.4,855.289
1-Feb-23,20.68,4.13,1.4,17616.3,851.852
31-Jan-23,20.73,4.14,1.39,17662.15,852.009
30-Jan-23,20.73,4.14,1.39,17648.95,851.372
27-Jan-23,20.7,4.13,1.4,17604.35,850.452
25-Jan-23,21.19,4.19,1.37,17891.95,844.358
24-Jan-23,21.49,4.25,1.36,18118.3,843.104
23-Jan-23,21.6,4.25,1.35,18118.55,838.822
20-Jan-23,21.46,4.23,1.36,18027.65,840.058
19-Jan-23,21.56,4.24,1.37,18107.85,839.882
18-Jan-23,21.67,4.26,1.36,18165.35,838.272
17-Jan-23,21.53,4.23,1.37,18053.3,838.518
16-Jan-23,21.34,4.19,1.38,17894.85,838.559
13-Jan-23,21.54,4.21,1.28,17956.6,833.64
12-Jan-23,21.47,4.19,1.29,17858.2,831.775
11-Jan-23,21.52,4.2,1.28,17895.7,831.585
10-Jan-23,21.56,4.2,1.28,17914.15,830.897
9-Jan-23,21.78,4.25,1.27,18101.2,831.093
6-Jan-23,21.49,4.19,1.29,17859.45,831.059
5-Jan-23,21.65,4.22,1.28,17992.15,831.046
4-Jan-23,21.71,4.23,1.27,18042.95,831.089
3-Jan-23,21.94,4.28,1.26,18232.55,831.019
2-Jan-23,21.9,4.27,1.26,18197.45,830.934
30-Dec-22,21.79,4.25,1.27,18105.3,830.899
29-Dec-22,21.86,4.27,1.27,18191,832.159
28-Dec-22,21.78,4.25,1.27,18122.5,832.071
27-Dec-22,21.79,4.26,1.27,18132.3,832.139
26-Dec-22,21.65,4.23,1.28,18014.6,832.083
23-Dec-22,21.4,4.18,1.29,17806.8,832.093
22-Dec-22,21.79,4.26,1.27,18127.35,831.911
21-Dec-22,21.87,4.27,1.29,18199.1,832.149
20-Dec-22,22.1,4.32,1.28,18385.3,831.914
19-Dec-22,22.14,4.32,1.28,18420.45,831.999
16-Dec-22,21.96,4.29,1.29,18269,831.922
15-Dec-22,22.13,4.32,1.28,18414.9,832.124
14-Dec-22,22.43,4.38,1.26,18660.3,831.935
13-Dec-22,22.36,4.37,1.27,18608,832.2
12-Dec-22,22.23,4.34,1.27,18497.15,832.081
9-Dec-22,22.23,4.34,1.27,18496.6,832.056
8-Dec-22,22.36,4.37,1.27,18609.35,832.261
7-Dec-22,22.31,4.36,1.27,18560.5,831.936
6-Dec-22,22.4,4.38,1.26,18642.75,832.266
5-Dec-22,22.47,4.39,1.28,18701.05,832.267
2-Dec-22,22.47,4.39,1.28,18696.1,832.047
1-Dec-22,22.61,4.42,1.28,18812.5,832.043
30-Nov-22,22.54,4.4,1.28,18758.35,832.225
29-Nov-22,22.37,4.37,1.29,18618.05,832.278
28-Nov-22,22.31,4.36,1.29,18562.75,832.037
25-Nov-22,22.25,4.35,1.3,18512.75,832.034
24-Nov-22,22.21,4.34,1.3,18484.1,832.242
23-Nov-22,21.95,4.29,1.31,18267.25,832.221
22-Nov-22,21.93,4.28,1.32,18244.2,831.929
21-Nov-22,21.82,4.26,1.35,18159.95,832.262
18-Nov-22,21.79,4.3,1.3,18307.65,840.186
17-Nov-22,21.83,4.31,1.3,18343.9,840.307
16-Nov-22,21.91,4.32,1.3,18409.65,840.24
15-Nov-22,21.89,4.32,1.3,18403.4,840.722
14-Nov-22,21.79,4.31,1.26,18329.15,841.173
11-Nov-22,21.92,4.31,1.24,18349.7,837.121
10-Nov-22,21.53,4.24,1.27,18028.2,837.353
9-Nov-22,21.66,4.27,1.26,18157,838.273
7-Nov-22,21.71,4.28,1.24,18202.8,838.452
4-Nov-22,21.77,4.26,1.25,18117.15,832.207
3-Nov-22,21.79,4.24,1.25,18052.7,828.486
2-Nov-22,21.82,4.25,1.25,18082.85,828.728
1-Nov-22,21.98,4.26,1.26,18145.4,825.541
31-Oct-22,21.42,4.23,1.25,18012.2,840.906
28-Oct-22,21.15,4.18,1.26,17786.8,840.983
27-Oct-22,21.1,4.17,1.26,17736.95,840.614
25-Oct-22,21,4.15,1.28,17656.35,840.779
24-Oct-22,21.26,4.17,1.28,17730.75,833.996
21-Oct-22,21.07,4.13,1.29,17576.3,834.186
20-Oct-22,21.06,4.13,1.3,17563.95,833.996
19-Oct-22,21.02,4.12,1.31,17512.25,833.123
18-Oct-22,20.99,4.11,1.3,17486.95,833.109
17-Oct-22,20.86,4.07,1.31,17311.8,829.904
14-Oct-22,20.74,4.04,1.31,17185.7,828.626
13-Oct-22,20.53,4,1.33,17014.35,828.755
12-Oct-22,20.67,4.02,1.32,17123.6,828.428
11-Oct-22,20.51,3.99,1.33,16983.55,828.062
10-Oct-22,20.82,4.05,1.31,17241,828.098
7-Oct-22,20.9,4.07,1.31,17314.65,828.452
6-Oct-22,20.93,4.07,1.31,17331.8,828.084
4-Oct-22,20.86,4.06,1.31,17274.3,828.106
3-Oct-22,20.39,3.97,1.34,16887.35,828.217
30-Sep-22,20.64,4.02,1.32,17094.35,828.215
29-Sep-22,20.08,3.9,1.36,16818.1,837.555
28-Sep-22,20.13,3.91,1.36,16858.6,837.486
27-Sep-22,20.3,3.95,1.35,17007.4,837.803
26-Sep-22,20.31,3.95,1.35,17016.3,837.829
23-Sep-22,20.69,4.02,1.32,17327.35,837.475
22-Sep-22,21.05,4.09,1.3,17629.8,837.52
21-Sep-22,21.15,4.11,1.29,17718.35,837.747
20-Sep-22,21.27,4.13,1.28,17816.25,837.623
19-Sep-22,21.04,4.09,1.3,17622.25,837.559
16-Sep-22,20.93,4.07,1.31,17530.85,837.594
15-Sep-22,21.34,4.15,1.35,17877.4,837.741
14-Sep-22,21.49,4.18,1.34,18003.75,837.773
13-Sep-22,21.57,4.19,1.34,18070.05,837.74
12-Sep-22,21.41,4.16,1.35,17936.35,837.756
9-Sep-22,21.29,4.14,1.35,17833.35,837.64
8-Sep-22,21.25,4.13,1.36,17798.75,837.588
7-Sep-22,21.04,4.09,1.41,17624.4,837.662
6-Sep-22,21.08,4.1,1.41,17655.6,837.552
5-Sep-22,21.09,4.1,1.41,17665.8,837.639
2-Sep-22,20.94,4.07,1.42,17539.45,837.605
1-Sep-22,20.94,4.07,1.43,17542.8,837.765
30-Aug-22,21.2,4.12,1.41,17759.3,837.703
29-Aug-22,20.67,4.05,1.45,17312.9,837.586
26-Aug-22,20.96,4.1,1.43,17558.9,837.734
25-Aug-22,20.92,4.09,1.43,17522.45,837.593
24-Aug-22,21.02,4.11,1.42,17604.95,837.533
23-Aug-22,20.98,4.11,1.43,17577.5,837.822
22-Aug-22,20.88,4.09,1.44,17490.7,837.677
19-Aug-22,21.2,4.15,1.41,17758.45,837.663
18-Aug-22,21.44,4.2,1.38,17956.5,837.523
17-Aug-22,21.42,4.2,1.33,17944.25,837.733
16-Aug-22,21.34,4.18,1.34,17825.25,835.298
12-Aug-22,21.18,4.15,1.35,17698.15,835.607
11-Aug-22,21.29,4.18,1.36,17659,829.45
10-Aug-22,21.11,4.21,1.34,17534.75,830.637
8-Aug-22,21.02,4.21,1.33,17525.1,833.735
5-Aug-22,20.86,4.18,1.29,17397.5,834.012
4-Aug-22,20.85,4.18,1.3,17382,833.669
3-Aug-22,20.85,4.18,1.3,17388.15,833.964
2-Aug-22,20.86,4.17,1.29,17345.45,831.517
1-Aug-22,20.9,4.17,1.29,17340.05,829.667
29-Jul-22,20.73,4.12,1.29,17158.25,827.701
28-Jul-22,20.49,4.07,1.33,16929.6,826.237
27-Jul-22,20.19,4,1.38,16641.8,824.26
26-Jul-22,20.17,3.96,1.39,16483.85,817.246
25-Jul-22,20.44,4.01,1.38,16631,813.65
22-Jul-22,20.55,4.03,1.4,16719.45,813.599
21-Jul-22,20.43,4,1.41,16605.25,812.788
20-Jul-22,20.33,3.98,1.36,16520.85,812.634
19-Jul-22,20.18,3.94,1.37,16340.55,809.74
18-Jul-22,20.11,3.92,1.36,16278.5,809.473
15-Jul-22,19.82,3.87,1.38,16049.2,809.748
14-Jul-22,19.69,3.84,1.42,15938.65,809.479
13-Jul-22,19.72,3.85,1.39,15966.65,809.668
12-Jul-22,19.83,3.87,1.38,16058.3,809.798
11-Jul-22,20.03,3.91,1.37,16216,809.586
8-Jul-22,20.04,4,1.37,16220.6,809.411
7-Jul-22,19.93,4.12,1.4,16132.9,809.478
6-Jul-22,19.76,4.08,1.41,15989.8,809.2
5-Jul-22,19.54,4.04,1.42,15810.85,809.153
4-Jul-22,19.57,4.04,1.43,15835.35,809.165
1-Jul-22,19.46,4.02,1.41,15752.05,809.458
30-Jun-22,19.5,4.03,1.41,15780.25,809.244
29-Jun-22,19.55,4.04,1.38,15799.1,808.138
28-Jun-22,19.61,4.05,1.41,15850.2,808.271
27-Jun-22,19.59,4.05,1.41,15832.05,808.17
24-Jun-22,19.43,4.01,1.43,15699.25,807.99
23-Jun-22,19.25,3.98,1.44,15556.65,808.138
22-Jun-22,19.07,3.94,1.46,15413.3,808.249
21-Jun-22,19.35,4,1.44,15638.8,808.207
20-Jun-22,18.99,3.92,1.46,15350.15,808.328
17-Jun-22,18.92,3.91,1.46,15293.5,808.325
16-Jun-22,19.01,3.93,1.48,15360.6,808.027
15-Jun-22,19.42,4.01,1.45,15692.15,808.041
14-Jun-22,19.47,4.02,1.36,15732.1,808.017
13-Jun-22,19.52,4.03,1.38,15774.4,808.115
10-Jun-22,20.05,4.14,1.38,16201.8,808.07
9-Jun-22,20.39,4.21,1.43,16478.1,808.146
8-Jun-22,20.24,4.18,1.43,16356.25,808.115
7-Jun-22,20.31,4.2,1.43,16416.35,808.289
6-Jun-22,20.5,4.24,1.41,16569.55,808.271
3-Jun-22,20.52,4.24,1.41,16584.3,808.202
2-Jun-22,20.58,4.25,1.43,16628,807.969
1-Jun-22,20.45,4.22,1.44,16522.75,807.958
31-May-22,20.44,4.24,1.43,16584.55,811.377
30-May-22,20.65,4.26,1.4,16661.4,806.847
27-May-22,20.27,4.18,1.43,16352.45,806.732
26-May-22,19.88,4.13,1.44,16170.15,813.388
25-May-22,19.74,4.09,1.38,16025.8,811.844
24-May-22,19.87,4.12,1.32,16125.15,811.532
23-May-22,20.01,4.14,1.32,16214.7,810.33
20-May-22,20.05,4.16,1.31,16266.15,811.279
19-May-22,19.51,4.04,1.35,15809.4,810.323
18-May-22,20.09,4.15,1.31,16240.3,808.377
17-May-22,20.12,4.15,1.31,16259.3,808.116
16-May-22,19.72,4.05,1.35,15842.3,803.362
13-May-22,19.83,4.03,1.35,15782.15,795.872
12-May-22,19.87,4.04,1.35,15808,795.571
11-May-22,20.32,4.13,1.22,16167.1,795.625
10-May-22,20.42,4.15,1.22,16240.05,795.301
9-May-22,20.75,4.17,1.21,16301.85,785.631
6-May-22,20.89,4.19,1.21,16411.25,785.603
5-May-22,21.24,4.26,1.19,16682.65,785.435
4-May-22,21.31,4.26,1.19,16677.6,782.618
2-May-22,21.87,4.36,1.16,17069.1,780.48
29-Apr-22,22.01,4.37,1.16,17102.55,777.035
28-Apr-22,22.2,4.41,1.17,17245.05,776.804
27-Apr-22,21.96,4.35,1.16,17038.4,775.883
26-Apr-22,22.17,4.39,1.15,17200.8,775.859
25-Apr-22,22.03,4.33,1.17,16953.95,769.585
22-Apr-22,22.38,4.39,1.15,17171.95,767.29
21-Apr-22,22.67,4.44,1.14,17392.6,767.208
20-Apr-22,22.33,4.38,1.15,17136.55,767.423
19-Apr-22,22.1,4.33,1.16,16958.65,767.36
18-Apr-22,22.53,4.39,1.15,17173.65,762.257
13-Apr-22,22.92,4.46,1.13,17475.65,762.463
12-Apr-22,23.01,4.48,1.13,17530.3,761.856
11-Apr-22,23.2,4.52,1.12,17674.95,761.851
8-Apr-22,23.34,4.54,1.11,17784.35,761.969
7-Apr-22,23.15,4.51,1.13,17639.55,761.968
6-Apr-22,23.37,4.55,1.12,17807.65,761.988
5-Apr-22,23.57,4.59,1.11,17957.4,761.875
4-Apr-22,23.69,4.61,1.1,18053.4,762.068
1-Apr-22,23.19,4.51,1.12,17670.45,761.986
31-Mar-22,22.92,4.46,1.13,17464.75,761.987
30-Mar-22,22.5,4.41,1.17,17498.25,777.7
29-Mar-22,22.27,4.37,1.18,17325.3,777.966
28-Mar-22,22.14,4.34,1.19,17222,777.868
25-Mar-22,22.05,4.32,1.19,17153,777.914
24-Mar-22,22.14,4.34,1.19,17222.75,777.902
23-Mar-22,22.17,4.35,1.19,17245.65,777.882
22-Mar-22,22.26,4.36,1.2,17315.5,777.875
21-Mar-22,22.01,4.31,1.21,17117.6,777.719
17-Mar-22,22.23,4.36,1.2,17287.05,777.645
16-Mar-22,21.82,4.28,1.22,16975.35,777.972
15-Mar-22,21.42,4.2,1.24,16663,777.918
14-Mar-22,21.69,4.25,1.24,16871.3,777.838
11-Mar-22,21.38,4.19,1.26,16630.45,777.851
10-Mar-22,21.34,4.18,1.26,16594.9,777.643
9-Mar-22,21.01,4.12,1.28,16345.35,777.98
8-Mar-22,20.59,4.03,1.31,16013.45,777.729
7-Mar-22,20.39,4,1.33,15863.15,777.987
4-Mar-22,20.89,4.09,1.3,16245.35,777.662
3-Mar-22,21.21,4.16,1.28,16498.05,777.843
2-Mar-22,21.35,4.18,1.27,16605.95,777.796
28-Feb-22,21.59,4.23,1.26,16793.9,777.855
25-Feb-22,21.42,4.2,1.27,16658.4,777.703
24-Feb-22,20.89,4.09,1.3,16247.95,777.786
23-Feb-22,21.94,4.3,1.24,17063.25,777.723
22-Feb-22,21.97,4.31,1.24,17092.2,777.979
21-Feb-22,22.12,4.34,1.29,17206.65,777.877
18-Feb-22,22.21,4.35,1.25,17276.3,777.861
17-Feb-22,22.25,4.36,1.25,17304.6,777.735
16-Feb-22,22.27,4.36,1.28,17322.2,777.827
15-Feb-22,22.36,4.37,1.25,17352.45,776.049
14-Feb-22,21.85,4.24,1.3,16842.8,770.838
11-Feb-22,22.68,4.38,1.2,17374.75,766.082
10-Feb-22,22.98,4.44,1.2,17605.85,766.138
9-Feb-22,23.09,4.4,1.2,17463.8,756.336
8-Feb-22,22.83,4.35,1.23,17266.75,756.318
7-Feb-22,23.11,4.34,1.23,17213.6,744.855
4-Feb-22,23.56,4.41,1.21,17516.3,743.476
3-Feb-22,23.65,4.42,1.21,17560.2,742.503
2-Feb-22,23.95,4.48,1.17,17780,742.38
1-Feb-22,23.62,4.43,1.18,17576.85,744.151
31-Jan-22,23.42,4.37,1.2,17339.85,740.386
28-Jan-22,23.1,4.31,1.21,17101.95,740.344
27-Jan-22,23.09,4.31,1.21,17110.15,741.02
25-Jan-22,23.47,4.35,1.2,17277.95,736.172
24-Jan-22,23.63,4.32,1.21,17149.1,725.734
21-Jan-22,24.29,4.44,1.18,17617.15,725.284
20-Jan-22,24.47,4.47,1.18,17757,725.664
19-Jan-22,24.76,4.52,1.15,17938.4,724.491
18-Jan-22,25,4.56,1.13,18113.05,724.522
17-Jan-22,25.37,4.61,1.12,18308.1,721.644
14-Jan-22,25.3,4.6,1.12,18255.75,721.571
13-Jan-22,25.37,4.6,1.13,18257.8,719.661
12-Jan-22,25.3,4.59,1.13,18212.35,719.856
